question_text,ideal_answer,key_points,difficulty,category
What is the difference between ComponentStore and NgRx Store?,"ComponentStore manages local component-level state, while NgRx Store manages global application state using Redux principles. ComponentStore is lighter and simpler compared to NgRx.","[""ComponentStore for local state"",""NgRx Store for global state"",""NgRx follows Redux pattern"",""ComponentStore simpler"",""used for scalable state management""]",hard,angular
What is the difference between module federation and micro frontends in Angular?,Micro frontends divide a frontend application into smaller independent applications. Module federation allows these micro frontends to share code and load modules dynamically at runtime.,"[""micro frontends split applications"",""module federation loads remote modules"",""improves scalability"",""supports independent deployment"",""used in large enterprise apps""]",hard,angular
What is the difference between TemplateRef and ViewContainerRef?,TemplateRef represents an embedded template that can be instantiated dynamically. ViewContainerRef provides a container where views can be attached or removed at runtime.,"[""TemplateRef represents template"",""ViewContainerRef manages views"",""used for dynamic rendering"",""supports structural directives"",""used in advanced UI patterns""]",hard,angular
What is zone-less Angular?,"Zone-less Angular removes dependency on Zone.js for change detection. Instead, developers manually trigger change detection or use reactive patterns like signals for better performance.","[""removes Zone.js dependency"",""manual change detection"",""improves performance"",""reduces overhead"",""works well with signals""]",hard,angular
What are Angular schematics?,"Angular schematics are templates that automate code generation and project modifications. Angular CLI uses schematics to create components, services, modules, and other structures.","[""automates code generation"",""used by Angular CLI"",""creates components/services/modules"",""improves development speed"",""supports custom schematics""]",hard,angular
What is differential loading in Angular?,"Differential loading generates different JavaScript bundles for modern and older browsers. Modern browsers receive optimized ES modules, while older browsers receive compatible JavaScript versions.","[""multiple bundles for browsers"",""modern browsers get optimized code"",""older browsers get compatible code"",""improves performance"",""handled by Angular CLI""]",hard,angular
What is the role of RxJS operators in Angular applications?,"RxJS operators are functions used to transform, filter, combine, and manage observable streams. They enable complex asynchronous workflows such as API calls, event streams, and reactive state updates.","[""manipulate observable streams"",""examples: map, filter, switchMap"",""handle async workflows"",""used with HTTP requests"",""essential for reactive programming""]",hard,angular
What is Node.js?,"Node.js is an open-source, cross-platform runtime environment used to execute JavaScript code outside the browser. It allows developers to build server-side applications using JavaScript. Node.js is built on the Chrome V8 JavaScript engine and is widely used for building scalable network applications. It is especially popular for APIs and real-time applications.","[""javascript runtime environment"",""runs javascript outside browser"",""built on chrome v8 engine"",""used for server side development"",""supports scalable applications""]",easy,nodejs
What is the event loop in Node.js and how does it work?,"The event loop is a core mechanism in Node.js that enables asynchronous and non-blocking operations. Since JavaScript runs on a single thread in Node.js, the event loop manages the execution of callbacks and tasks. It continuously checks the call stack and the callback queue. When the call stack is empty, it pushes queued callbacks to the stack for execution.","[""core mechanism in node"",""manages asynchronous operations"",""single threaded execution"",""checks call stack and callback queue"",""executes callbacks"",""enables non blocking behavior""]",medium,nodejs
What are streams in Node.js?,"Streams are objects in Node.js used to handle reading and writing data efficiently. Instead of loading the entire data into memory, streams process data in small chunks. This makes them suitable for handling large files or real-time data transfers. Common types include readable, writable, duplex, and transform streams.","[""process data in chunks"",""memory efficient"",""used for large files"",""readable writable streams"",""duplex transform streams"",""used in data transfer""]",medium,nodejs
What is the difference between process.nextTick() and setImmediate()?,Both process.nextTick() and setImmediate() are used to schedule asynchronous callbacks in Node.js. process.nextTick() executes the callback immediately after the current operation completes. setImmediate() schedules the callback to execute in the next iteration of the event loop. Therefore nextTick runs earlier than setImmediate.,"[""schedule async callbacks"",""nexttick runs first"",""setimmediate runs next event loop cycle"",""part of event loop behavior"",""used for async control""]",medium,nodejs
What is the cluster module in Node.js?,"The cluster module allows Node.js applications to create multiple worker processes to handle incoming requests. Since Node.js runs on a single thread, clustering helps utilize multiple CPU cores. Each worker process shares the same server port and improves performance and scalability.","[""create multiple processes"",""use multiple cpu cores"",""improve performance"",""workers share same server port"",""built in node module""]",medium,nodejs
What is the buffer class in Node.js?,"Buffer is a global class in Node.js used to handle binary data directly in memory. It is mainly used when working with streams, file systems, or network operations. Buffers allow manipulation of raw binary data that cannot be handled by JavaScript strings.","[""handle binary data"",""stored in memory"",""used in streams and files"",""raw data manipulation"",""important for network operations""]",medium,nodejs
What is the difference between require() and import?,require() is used in CommonJS modules to import other modules in Node.js. It loads modules synchronously and is widely used in older Node.js applications. import is part of ES Modules and supports modern JavaScript module syntax. It loads modules asynchronously and is preferred in modern applications.,"[""require commonjs syntax"",""import es modules"",""require synchronous"",""import modern javascript"",""module loading methods""]",medium,nodejs
What is the difference between blocking and non-blocking code?,Blocking code stops the execution of further code until the current operation completes. Non-blocking code allows other operations to execute while waiting for a task to finish. Node.js mainly uses non-blocking operations to handle multiple requests efficiently.,"[""blocking waits for completion"",""non blocking runs concurrently"",""node uses non blocking model"",""improves scalability"",""important async concept""]",medium,nodejs
What are worker threads in Node.js?,Worker threads allow Node.js to execute JavaScript code in parallel threads. They are useful for CPU-intensive tasks that would otherwise block the event loop. Worker threads run in separate threads but share memory when needed.,"[""parallel execution"",""handle cpu intensive tasks"",""separate threads"",""share memory with main thread"",""improves performance""]",medium,nodejs
What is error-first callback in Node.js?,"Error-first callbacks are a common pattern used in Node.js asynchronous functions. The first argument in the callback represents the error object if an error occurs. If the operation is successful, the error argument is null and the result is returned in the next parameter.","[""node callback pattern"",""first parameter error"",""null if no error"",""used in async functions"",""common node convention""]",medium,nodejs
What is the purpose of the util module in Node.js?,"The util module provides utility functions useful for developers. It includes functions for debugging, formatting strings, and converting callback-based functions into promise-based functions. It helps simplify development tasks in Node.js.","[""utility helper functions"",""debugging tools"",""string formatting"",""promisify functions"",""built in node module""]",medium,nodejs
What is the difference between spawn() and exec() in Node.js?,spawn() and exec() are used to run external system commands. spawn() launches a new process and streams data in chunks. exec() runs a command and buffers the entire output before returning it. spawn is better for large data streams.,"[""run external commands"",""spawn streams output"",""exec buffers output"",""spawn efficient for large data"",""child process operations""]",medium,nodejs
What is the child_process module?,"The child_process module allows Node.js to create and manage subprocesses. It is used to run system commands, scripts, or external programs. This helps perform tasks that require separate processes from the main application.","[""create subprocesses"",""execute system commands"",""run external programs"",""separate from main process"",""node system interaction""]",medium,nodejs
What is middleware chaining in Express?,Middleware chaining refers to executing multiple middleware functions sequentially during the request-response cycle. Each middleware can process the request and pass control to the next middleware using the next() function.,"[""multiple middleware functions"",""executed sequentially"",""uses next function"",""request processing pipeline"",""express framework concept""]",medium,nodejs
What is body parsing in Node.js?,"Body parsing is the process of extracting data from the body of an HTTP request. In Node.js applications using Express, middleware such as express.json() or body-parser is used to parse JSON or form data from incoming requests.","[""extract request body"",""parse json data"",""used in express apps"",""middleware functionality"",""important for api development""]",medium,nodejs
What is CORS in Node.js?,CORS stands for Cross-Origin Resource Sharing and is a security feature implemented in browsers. It allows or restricts web applications from making requests to a different domain. Node.js applications often use the cors middleware to enable cross-origin requests.,"[""cross origin resource sharing"",""browser security mechanism"",""control cross domain requests"",""implemented using cors middleware"",""important for apis""]",medium,nodejs
What is rate limiting in Node.js?,"Rate limiting is a technique used to control the number of requests a client can make to a server within a specific time. It helps protect APIs from abuse, brute-force attacks, and server overload.","[""limit client requests"",""protect server resources"",""prevent abuse attacks"",""improve api security"",""used in backend systems""]",medium,nodejs
What is JWT authentication in Node.js?,"JWT (JSON Web Token) authentication is a method used to securely transmit user identity between client and server. After login, the server generates a token which the client sends with future requests. The server verifies the token to authenticate the user.","[""json web token authentication"",""token based security"",""used in apis"",""verify user identity"",""stateless authentication""]",medium,nodejs
What is dotenv in Node.js?,dotenv is a package used to load environment variables from a .env file into the Node.js application. It helps manage configuration values such as API keys and database credentials securely.,"[""load environment variables"",""use .env file"",""store configuration values"",""improve security"",""used in node projects""]",medium,nodejs
What is the difference between REST and GraphQL APIs?,REST APIs use multiple endpoints and standard HTTP methods to fetch or modify data. GraphQL uses a single endpoint and allows clients to request exactly the data they need. GraphQL reduces over-fetching and under-fetching problems.,"[""rest multiple endpoints"",""graphql single endpoint"",""client controlled queries"",""reduce over fetching"",""modern api design""]",medium,nodejs
What is load balancing in Node.js applications?,"Load balancing distributes incoming network traffic across multiple servers. This ensures that no single server becomes overloaded. In Node.js, load balancing can be implemented using clusters, reverse proxies, or external load balancers.","[""distribute incoming traffic"",""improve scalability"",""prevent server overload"",""used with clusters"",""important for high traffic apps""]",medium,nodejs
What is API versioning?,API versioning is the practice of managing changes in APIs without breaking existing client applications. It allows developers to introduce new features while maintaining compatibility with older versions of the API.,"[""manage api changes"",""maintain backward compatibility"",""multiple api versions"",""used in production systems"",""important api practice""]",medium,nodejs
What is compression middleware?,Compression middleware is used to compress HTTP responses before sending them to clients. This reduces the size of data transferred over the network and improves application performance.,"[""compress http responses"",""reduce response size"",""improve network performance"",""used in express apps"",""better user experience""]",medium,nodejs
What is logging in Node.js applications?,"Logging is the practice of recording application events and errors. It helps developers monitor application behavior, debug issues, and analyze system performance.","[""record application events"",""track errors"",""debug applications"",""monitor system performance"",""important for production apps""]",medium,nodejs
What is caching in Node.js?,Caching is the technique of storing frequently accessed data temporarily so that it can be retrieved faster. It reduces database load and improves application performance. Common caching solutions include Redis and in-memory caching.,"[""store frequently used data"",""reduce database queries"",""improve performance"",""temporary storage"",""used in scalable apps""]",medium,nodejs
What is API throttling?,API throttling controls the rate at which users can access an API. It is used to ensure fair usage and prevent abuse of server resources.,"[""control request rate"",""prevent server overload"",""api security measure"",""protect backend resources"",""related to rate limiting""]",medium,nodejs
What is socket programming in Node.js?,"Socket programming allows real-time communication between clients and servers. In Node.js, libraries like Socket.io are used to create real-time applications such as chat systems and live notifications.","[""real time communication"",""client server connection"",""used for chat apps"",""socket io library"",""event based communication""]",medium,nodejs
What is file uploading in Node.js?,File uploading in Node.js allows users to send files to the server through HTTP requests. Libraries like multer are commonly used in Express applications to handle multipart form data.,"[""upload files to server"",""handle multipart data"",""multer middleware"",""used in web applications"",""store files on server""]",medium,nodejs
What is the difference between PUT and PATCH in APIs?,"PUT is used to update an entire resource in an API, while PATCH is used to update only specific fields of a resource. PATCH is more efficient when only partial updates are required.","[""put replaces resource"",""patch partial update"",""http api methods"",""used in rest apis"",""efficient data updates""]",medium,nodejs
What is dependency injection?,"Dependency injection is a design pattern where dependencies are provided to a class or function instead of being created inside it. This improves modularity, testability, and maintainability of the application.","[""design pattern"",""inject dependencies externally"",""improves modularity"",""better testing support"",""clean architecture practice""]",medium,nodejs
What is microservices architecture with Node.js?,Microservices architecture divides a large application into smaller independent services. Each service handles a specific functionality and communicates with others through APIs. Node.js is commonly used to build microservices due to its lightweight and scalable nature.,"[""small independent services"",""communicate through apis"",""scalable architecture"",""node suitable for microservices"",""improves maintainability""]",medium,nodejs
Why is Node.js popular for backend development?,Node.js is popular because it allows developers to use JavaScript for both frontend and backend development. It uses an event-driven and non-blocking architecture that makes it efficient for handling multiple requests. Node.js is lightweight and performs well for real-time applications like chat systems and APIs.,"[""uses javascript for backend"",""event driven architecture"",""non blocking operations"",""handles multiple requests efficiently"",""good for real time applications""]",easy,nodejs
What is npm in Node.js?,"npm stands for Node Package Manager and is the default package manager for Node.js. It allows developers to install, manage, and share libraries and dependencies. npm provides access to thousands of open-source packages that help speed up development.","[""node package manager"",""manages dependencies"",""install external libraries"",""largest javascript package registry"",""used in node projects""]",easy,nodejs
What is a module in Node.js?,A module in Node.js is a reusable block of code that can be exported and used in other files. Node.js applications are modular by design. Modules help organize code and improve maintainability by separating functionality into different files.,"[""reusable code block"",""separate functionality"",""export and import code"",""improves code organization"",""core part of node architecture""]",easy,nodejs
What are built-in modules in Node.js?,"Built-in modules are modules that come pre-installed with Node.js. They provide commonly used functionalities such as file system operations, HTTP server creation, and path handling. Examples include fs, http, and path modules.","[""modules included with node"",""no installation required"",""provide common functionality"",""examples fs http path"",""used for core operations""]",easy,nodejs
What is the fs module in Node.js?,"The fs module in Node.js is used to interact with the file system. It allows developers to read, write, update, and delete files on the server. The module provides both synchronous and asynchronous methods for file operations.","[""file system module"",""read and write files"",""manage server files"",""sync and async operations"",""built in node module""]",easy,nodejs
What is the http module in Node.js?,The http module is used to create web servers in Node.js. It allows developers to handle HTTP requests and send responses to clients. This module is commonly used to build backend services and APIs.,"[""create web servers"",""handle http requests"",""send responses to client"",""core node module"",""used for backend services""]",easy,nodejs
What is event-driven programming in Node.js?,Event-driven programming is a programming model where the flow of execution is determined by events such as user actions or system messages. Node.js uses an event-driven architecture to handle multiple operations efficiently. Events trigger callback functions that perform specific tasks.,"[""execution based on events"",""uses callbacks"",""asynchronous programming model"",""efficient for multiple tasks"",""core concept in node""]",easy,nodejs
What is asynchronous programming in Node.js?,"Asynchronous programming allows Node.js to execute tasks without waiting for previous operations to complete. This helps improve performance by allowing the server to handle multiple requests simultaneously. Node.js uses callbacks, promises, and async/await for asynchronous operations.","[""non blocking operations"",""multiple tasks handled simultaneously"",""improves performance"",""uses callbacks promises async await"",""important node feature""]",easy,nodejs
What is the event loop in Node.js?,The event loop is a mechanism that allows Node.js to perform non-blocking operations even though JavaScript runs on a single thread. It continuously checks the call stack and callback queue to execute pending tasks. This enables Node.js to handle multiple requests efficiently.,"[""core node mechanism"",""handles asynchronous tasks"",""single threaded architecture"",""checks callback queue"",""enables non blocking operations""]",easy,nodejs
What is a callback function in Node.js?,A callback function is a function passed as an argument to another function and executed after the completion of an operation. Callbacks are commonly used in asynchronous programming in Node.js. They allow code to continue running without waiting for a task to finish.,"[""function passed as argument"",""executed after task completion"",""used in asynchronous operations"",""common in node programming"",""supports non blocking behavior""]",easy,nodejs
What is package.json in Node.js?,"package.json is a configuration file used in Node.js projects to manage project metadata and dependencies. It contains information such as project name, version, scripts, and installed packages. npm uses this file to install and manage dependencies.","[""node project configuration file"",""stores project metadata"",""manages dependencies"",""used by npm"",""contains scripts and version info""]",easy,nodejs
What is Express.js?,"Express.js is a popular web framework for Node.js used to build web applications and APIs. It simplifies server development by providing routing, middleware support, and request handling. Express is lightweight and widely used for backend development.","[""node web framework"",""build web applications"",""supports routing"",""middleware support"",""popular backend framework""]",easy,nodejs
What is middleware in Node.js?,"Middleware is a function that executes during the request-response cycle in a Node.js application. It processes incoming requests before they reach the final route handler. Middleware is commonly used for authentication, logging, and request parsing.","[""function in request pipeline"",""process request before response"",""used in express apps"",""handles authentication logging"",""part of middleware stack""]",easy,nodejs
What is routing in Node.js?,"Routing refers to defining how an application responds to client requests for specific URLs and HTTP methods. In Node.js frameworks like Express, routing determines which function should handle a request. It is used to build APIs and web applications.","[""map url to functions"",""handle client requests"",""used in express framework"",""supports http methods"",""important for api development""]",easy,nodejs
What is REST API in Node.js?,"A REST API is an interface that allows communication between different systems over HTTP using standard methods such as GET, POST, PUT, and DELETE. Node.js is commonly used to build RESTful APIs because of its lightweight and fast performance.","[""application communication interface"",""uses http methods"",""get post put delete"",""commonly built with node"",""used in web services""]",easy,nodejs
What is the path module in Node.js?,"The path module provides utilities for working with file and directory paths. It helps create, normalize, and resolve file paths across different operating systems. This ensures compatibility between systems such as Windows and Linux.","[""handle file paths"",""cross platform compatibility"",""create and resolve paths"",""built in node module"",""used in file operations""]",easy,nodejs
What is process in Node.js?,"The process object in Node.js provides information about the current Node.js process. It allows developers to access environment variables, command line arguments, and system information. It is a global object available in Node.js applications.","[""global node object"",""represents running process"",""access environment variables"",""read command line arguments"",""system information access""]",easy,nodejs
What is the difference between synchronous and asynchronous methods in Node.js?,Synchronous methods execute tasks sequentially and block the execution of other code until the task is completed. Asynchronous methods allow other operations to run while waiting for a task to complete. Node.js encourages asynchronous programming to improve performance and scalability.,"[""synchronous blocks execution"",""asynchronous non blocking"",""async improves performance"",""multiple operations handled"",""core node concept""]",easy,nodejs
What is environment variable in Node.js?,"Environment variables are external values used to configure an application without modifying the source code. They store sensitive or environment-specific information such as API keys, database credentials, and configuration settings. Node.js applications access them through the process.env object.","[""external configuration values"",""store sensitive data"",""accessed using process.env"",""used for environment settings"",""improves security and flexibility""]",easy,nodejs
Explain the internal working of the Node.js Event Loop phases.,"The Node.js event loop has multiple phases: timers, pending callbacks, idle/prepare, poll, check, and close callbacks. Each phase has its own queue of callbacks that are executed sequentially. Timers execute setTimeout and setInterval callbacks, poll retrieves I/O events, check executes setImmediate callbacks, and close handles closed connections. Understanding these phases helps manage asynchronous behavior efficiently.","[""event loop has multiple phases"",""timers execute setTimeout/setInterval"",""poll handles I/O events"",""check executes setImmediate"",""close handles closed connections"",""understand async execution order""]",hard,nodejs
What are the differences between Cluster module and Worker Threads in Node.js?,"The cluster module creates multiple processes to take advantage of multi-core CPUs, each with its own memory. Worker threads allow parallel execution within a single process, sharing memory using SharedArrayBuffer. Clusters are better for I/O-bound workloads, while worker threads are suitable for CPU-intensive tasks.","[""cluster uses multiple processes"",""worker threads use multiple threads"",""cluster separate memory per worker"",""worker threads share memory"",""cluster for I/O bound tasks"",""worker threads for CPU heavy tasks""]",hard,nodejs
How does Node.js handle unhandled promise rejections?,"Node.js emits an 'unhandledRejection' event when a promise is rejected but not handled. By default, in recent versions, unhandled rejections cause the process to exit with a non-zero code. Developers can attach event listeners to handle these rejections gracefully and prevent unexpected crashes.","[""unhandled promise emits event"",""'unhandledRejection' event"",""process may exit by default"",""attach listener to handle errors"",""prevents application crashes"",""important for stable apps""]",hard,nodejs
"What are the differences between process.nextTick(), setImmediate(), and setTimeout()?","process.nextTick() executes before the next event loop phase, immediately after the current operation. setImmediate() executes on the check phase of the next event loop iteration. setTimeout(fn, 0) schedules a timer in the timers phase and may be delayed depending on the loop and system. Choosing the right one affects asynchronous execution order.","[""nextTick executes immediately after current operation"",""setImmediate runs in check phase next loop"",""setTimeout schedules in timers phase"",""affects async execution order"",""use depends on timing requirements"",""critical for performance tuning""]",hard,nodejs
Explain the concept of zero-copy in Node.js buffers.,"Zero-copy in Node.js refers to handling data buffers without copying memory between kernel space and user space. Using Buffer slices, streams, or certain APIs, data can be passed efficiently, reducing memory overhead and improving performance, especially in network-intensive operations.","[""zero-copy avoids memory copying"",""improves performance"",""used with buffers and streams"",""reduces memory overhead"",""important for network intensive tasks"",""enhances data throughput""]",hard,nodejs
How does Node.js implement non-blocking I/O under the hood?,"Node.js uses libuv to implement non-blocking I/O. libuv maintains a thread pool to handle asynchronous operations like file system access. I/O requests are offloaded to this pool, and callbacks are queued in the event loop once the operation completes, allowing the main thread to remain non-blocking.","[""libuv handles async I/O"",""thread pool for blocking tasks"",""main thread remains non-blocking"",""callbacks queued in event loop"",""efficient concurrency"",""core to node performance""]",hard,nodejs
What is the purpose of AsyncLocalStorage in Node.js?,"AsyncLocalStorage provides a way to maintain context across asynchronous calls. It allows storing data tied to a particular async execution chain, which is useful for logging, tracing, or managing per-request state in web applications without passing context manually through callbacks.","[""maintain async context"",""store data per async execution"",""useful for logging and tracing"",""manage per-request state"",""avoids manual context passing"",""built-in node module""]",hard,nodejs
Explain how Node.js handles backpressure in streams.,Backpressure occurs when the writable side of a stream cannot process data as fast as the readable side produces it. Node.js streams handle backpressure by pausing the readable stream when the writable buffer is full and resuming it once the buffer drains. This prevents memory overload and ensures efficient data flow.,"[""backpressure occurs when writable slow"",""pause readable stream when full"",""resume when writable drains"",""prevents memory overload"",""ensures controlled data flow"",""important for large file handling""]",hard,nodejs
What are the security concerns when using Node.js with third-party packages?,"Third-party packages may introduce vulnerabilities like remote code execution, prototype pollution, or outdated dependencies with known exploits. Security concerns include unvalidated inputs, insecure APIs, and excessive permissions. Developers should audit dependencies, use npm audit, and follow secure coding practices.","[""third-party packages may be vulnerable"",""risks: RCE, prototype pollution"",""outdated dependencies dangerous"",""validate inputs and sanitize data"",""npm audit for checking vulnerabilities"",""follow secure coding practices""]",hard,nodejs
Explain the difference between JavaScript closures and the module scope in Node.js.,"Closures capture variables from their lexical scope and maintain access even after the outer function has executed. Module scope in Node.js encapsulates variables inside a file, preventing global leakage. Closures allow private variables, while module scope ensures file-level encapsulation.","[""closures capture lexical variables"",""maintain access after function ends"",""module scope is per file"",""prevents global pollution"",""closures allow private state"",""module scope encapsulates code""]",hard,nodejs
What is the role of libuv in Node.js?,"libuv is a C library that provides the event loop, asynchronous I/O, and thread pool functionalities for Node.js. It abstracts OS-specific I/O operations, enabling Node.js to perform non-blocking network, file, and timer operations across platforms efficiently.","[""provides event loop"",""handles async I/O"",""thread pool for blocking tasks"",""cross-platform abstraction"",""enables non-blocking operations"",""core node internals""]",hard,nodejs
How does Node.js handle memory leaks and how can they be detected?,"Memory leaks occur when references to unused objects are retained, preventing garbage collection. Node.js can detect leaks using tools like Node.js built-in inspector, heap snapshots, and monitoring libraries. Proper coding practices like clearing timers, avoiding global references, and closing resources reduce memory leaks.","[""memory leaks retain unused objects"",""prevents garbage collection"",""use inspector and heap snapshots"",""monitoring libraries help detect"",""clear timers and references"",""close resources properly""]",hard,nodejs
What is the difference between HTTP/1.1 and HTTP/2 in Node.js servers?,"HTTP/2 supports multiplexing, header compression, and server push, reducing latency compared to HTTP/1.1, which handles one request per connection sequentially. Node.js can create HTTP/2 servers using the http2 module, providing better performance for modern web applications.","[""http2 supports multiplexing"",""header compression reduces overhead"",""server push capability"",""http1.1 sequential requests"",""node http2 module"",""better performance for modern apps""]",hard,nodejs
Explain how Node.js handles TLS/SSL for secure connections.,Node.js uses the tls module to implement TLS/SSL protocols. It enables creating secure servers and clients by encrypting data over TCP connections. Certificates and keys are used for authentication and encryption. TLS streams are integrated with standard Node.js streams for seamless secure I/O.,"[""tls module for secure connections"",""encrypts data over TCP"",""uses certificates and keys"",""supports server and client"",""integrates with streams"",""ensures data privacy""]",hard,nodejs
What are the performance implications of synchronous vs asynchronous filesystem operations in Node.js?,"Synchronous filesystem operations block the event loop until completion, causing delays in handling other requests. Asynchronous operations are non-blocking and execute callbacks when done, keeping the event loop free. For scalable applications, asynchronous operations are recommended to avoid bottlenecks.","[""sync operations block event loop"",""async operations are non-blocking"",""async uses callbacks/promises"",""important for high traffic apps"",""affects scalability and performance"",""use async for filesystem""]",hard,nodejs
Explain the concept of module caching in Node.js.,"Node.js caches modules after the first require() call. Subsequent require() calls return the cached instance instead of reloading the module. This improves performance but requires caution when modifying module state, as changes persist across imports.","[""modules cached after first load"",""subsequent require returns cached version"",""improves performance"",""module state persists"",""important for singleton patterns"",""affects dynamic module updates""]",hard,nodejs
How does Node.js handle CPU-intensive tasks without blocking the event loop?,"Node.js uses worker threads or offloads tasks to external processes for CPU-intensive operations. By running these tasks outside the main thread, the event loop remains free to handle asynchronous I/O. Techniques like clustering, child processes, or native addons can also be used.","[""worker threads for CPU tasks"",""offload heavy tasks from event loop"",""main thread remains non-blocking"",""clustering or child processes optional"",""native addons for performance"",""ensures responsive applications""]",hard,nodejs
What is the difference between process.env and dotenv in Node.js?,process.env contains environment variables available to Node.js. dotenv is a package that loads variables from a .env file into process.env. Using dotenv allows managing environment-specific configuration without hardcoding values in the application.,"[""process.env holds environment variables"",""dotenv loads .env file"",""manage configs per environment"",""avoid hardcoding sensitive info"",""dotenv simplifies config management"",""used in node projects""]",hard,nodejs
Explain the concept of HTTP streaming and chunked transfer encoding in Node.js.,"HTTP streaming allows sending data in chunks over a connection without waiting for the entire response. Chunked transfer encoding splits the response into pieces, enabling real-time data delivery. Node.js supports streaming responses with res.write() and res.end(), improving performance for large payloads.","[""send data in chunks"",""chunked transfer encoding"",""res.write() and res.end()"",""real-time response delivery"",""improves performance"",""useful for large payloads""]",hard,nodejs
How do you handle graceful shutdown in a Node.js application?,"Graceful shutdown ensures the server stops accepting new requests, finishes ongoing requests, closes database connections, and cleans up resources before exiting. Signal handlers like SIGINT or SIGTERM are used to trigger shutdown logic, preventing data loss and service interruption.","[""stop accepting new requests"",""complete ongoing requests"",""close database connections"",""clean up resources"",""signal handlers SIGINT/SIGTERM"",""prevents data loss and downtime""]",hard,nodejs
What is MySQL?,"MySQL is an open-source relational database management system used to store and manage structured data. It organizes data into tables consisting of rows and columns. MySQL uses SQL (Structured Query Language) to perform operations like inserting, updating, deleting, and retrieving data. It is widely used in web applications because it is fast, reliable, and easy to integrate with programming languages such as PHP, Python, and Java.","[""open source relational database"",""stores structured data"",""uses SQL language"",""tables rows and columns"",""used in web applications"",""fast reliable database system""]",easy,mysql
What is a database?,"A database is an organized collection of data that is stored electronically so it can be easily accessed, managed, and updated. It allows users to store large amounts of information in a structured way. Databases are typically managed by a Database Management System (DBMS). In MySQL, databases contain multiple tables where the actual data is stored.","[""organized collection of data"",""stored electronically"",""managed using DBMS"",""allows easy access and modification"",""contains tables in MySQL""]",easy,mysql
What is a table in MySQL?,"A table in MySQL is a structured format used to store data within a database. It consists of rows and columns where each row represents a record and each column represents a field or attribute. Tables help organize related data together. For example, a student table may contain columns like student_id, name, and age.","[""structure to store data"",""contains rows and columns"",""row represents record"",""column represents field"",""organizes related data""]",easy,mysql
What is a row in MySQL?,A row in MySQL represents a single record in a table. Each row contains data for every column defined in the table. Rows are used to store individual entries such as a single student's information. Multiple rows together form the complete dataset stored in a table.,"[""single record in table"",""contains data for each column"",""represents one entity entry"",""multiple rows form table data"",""example student record""]",easy,mysql
What is a column in MySQL?,"A column in MySQL represents a specific attribute or field in a table. Each column stores a particular type of data such as name, age, or email. Columns have defined data types which determine what kind of values can be stored. Together, columns define the structure of a table.","[""represents attribute or field"",""defines type of data"",""part of table structure"",""has data type"",""example name age email""]",easy,mysql
What is SQL?,"SQL stands for Structured Query Language and is used to interact with relational databases. It allows users to create, read, update, and delete data in a database. SQL also helps define database structures such as tables and indexes. MySQL uses SQL as its primary language for database operations.","[""structured query language"",""used for database operations"",""create read update delete data"",""manage database structure"",""used in relational databases""]",easy,mysql
What is a primary key?,A primary key is a column or set of columns that uniquely identifies each record in a table. It ensures that no two rows have the same value in that column. Primary keys cannot contain NULL values. They are important for maintaining data integrity and establishing relationships between tables.,"[""unique identifier for records"",""cannot contain null values"",""ensures data uniqueness"",""one primary key per table"",""used for table relationships""]",easy,mysql
What is a foreign key?,A foreign key is a column in one table that refers to the primary key in another table. It is used to create a relationship between two tables. Foreign keys help maintain referential integrity by ensuring that the value in one table matches a valid value in another table.,"[""references primary key"",""connects two tables"",""maintains referential integrity"",""creates relationships"",""used in relational databases""]",easy,mysql
What is the SELECT statement?,"The SELECT statement is used to retrieve data from one or more tables in a database. It allows users to specify which columns they want to view. SELECT can also be combined with conditions, sorting, and grouping to filter the results. It is one of the most commonly used SQL commands.","[""retrieve data from table"",""select specific columns"",""used with conditions"",""supports sorting and grouping"",""most common sql command""]",easy,mysql
What is the INSERT statement?,The INSERT statement is used to add new records into a table. It allows users to specify the values for each column in the table. Multiple rows can also be inserted using a single query. INSERT helps populate tables with new data.,"[""adds new records"",""inserts data into table"",""specify column values"",""can insert multiple rows"",""used for data entry""]",easy,mysql
What is the UPDATE statement?,"The UPDATE statement is used to modify existing records in a table. It allows users to change the values of specific columns for selected rows. Conditions are often used with UPDATE to ensure only certain records are modified. Without conditions, all rows may be updated.","[""modify existing data"",""change column values"",""used with where condition"",""updates selected rows"",""affects existing records""]",easy,mysql
What is the DELETE statement?,"The DELETE statement is used to remove records from a table. It allows users to delete specific rows based on a condition. If no condition is provided, all rows in the table may be removed. It helps manage and clean unwanted data from a database.","[""remove records from table"",""delete specific rows"",""uses where condition"",""can remove all rows"",""used for data cleanup""]",easy,mysql
What is the WHERE clause?,"The WHERE clause is used in SQL queries to filter records based on specific conditions. It allows users to retrieve or modify only the rows that match the given condition. WHERE is commonly used with SELECT, UPDATE, and DELETE statements. It improves query accuracy by narrowing results.","[""filters records"",""applies conditions"",""used with select update delete"",""limits query results"",""improves data accuracy""]",easy,mysql
What is the ORDER BY clause?,"The ORDER BY clause is used to sort the result of a query in ascending or descending order. It helps organize data in a meaningful way when retrieving records. Multiple columns can also be used for sorting. By default, sorting is done in ascending order.","[""sort query results"",""ascending or descending"",""organizes output"",""can sort multiple columns"",""default ascending order""]",easy,mysql
