question_text,ideal_answer,key_points,difficulty,category
Explain the difference between JavaScript closures and the module scope in Node.js.,"Closures capture variables from their lexical scope and maintain access even after the outer function has executed. Module scope in Node.js encapsulates variables inside a file, preventing global leakage. Closures allow private variables, while module scope ensures file-level encapsulation.",,hard,nodejs
What is the role of libuv in Node.js?,"libuv is a C library that provides the event loop, asynchronous I/O, and thread pool functionalities for Node.js. It abstracts OS-specific I/O operations, enabling Node.js to perform non-blocking network, file, and timer operations across platforms efficiently.",,hard,nodejs
How does Node.js handle memory leaks and how can they be detected?,"Memory leaks occur when references to unused objects are retained, preventing garbage collection. Node.js can detect leaks using tools like Node.js built-in inspector, heap snapshots, and monitoring libraries. Proper coding practices like clearing timers, avoiding global references, and closing resources reduce memory leaks.",,hard,nodejs
What is the difference between HTTP/1.1 and HTTP/2 in Node.js servers?,"HTTP/2 supports multiplexing, header compression, and server push, reducing latency compared to HTTP/1.1, which handles one request per connection sequentially. Node.js can create HTTP/2 servers using the http2 module, providing better performance for modern web applications.",,hard,nodejs
Explain how Node.js handles TLS/SSL for secure connections.,Node.js uses the tls module to implement TLS/SSL protocols. It enables creating secure servers and clients by encrypting data over TCP connections. Certificates and keys are used for authentication and encryption. TLS streams are integrated with standard Node.js streams for seamless secure I/O.,,hard,nodejs
What are the performance implications of synchronous vs asynchronous filesystem operations in Node.js?,"Synchronous filesystem operations block the event loop until completion, causing delays in handling other requests. Asynchronous operations are non-blocking and execute callbacks when done, keeping the event loop free. For scalable applications, asynchronous operations are recommended to avoid bottlenecks.",,hard,nodejs
Explain the concept of module caching in Node.js.,"Node.js caches modules after the first require() call. Subsequent require() calls return the cached instance instead of reloading the module. This improves performance but requires caution when modifying module state, as changes persist across imports.",,hard,nodejs
How does Node.js handle CPU-intensive tasks without blocking the event loop?,"Node.js uses worker threads or offloads tasks to external processes for CPU-intensive operations. By running these tasks outside the main thread, the event loop remains free to handle asynchronous I/O. Techniques like clustering, child processes, or native addons can also be used.",,hard,nodejs
What is the difference between process.env and dotenv in Node.js?,process.env contains environment variables available to Node.js. dotenv is a package that loads variables from a .env file into process.env. Using dotenv allows managing environment-specific configuration without hardcoding values in the application.,,hard,nodejs
Explain the concept of HTTP streaming and chunked transfer encoding in Node.js.,"HTTP streaming allows sending data in chunks over a connection without waiting for the entire response. Chunked transfer encoding splits the response into pieces, enabling real-time data delivery. Node.js supports streaming responses with res.write() and res.end(), improving performance for large payloads.",,hard,nodejs
How do you handle graceful shutdown in a Node.js application?,"Graceful shutdown ensures the server stops accepting new requests, finishes ongoing requests, closes database connections, and cleans up resources before exiting. Signal handlers like SIGINT or SIGTERM are used to trigger shutdown logic, preventing data loss and service interruption.",,hard,nodejs
What is MySQL?,"MySQL is an open-source relational database management system used to store and manage structured data. It organizes data into tables consisting of rows and columns. MySQL uses SQL (Structured Query Language) to perform operations like inserting, updating, deleting, and retrieving data. It is widely used in web applications because it is fast, reliable, and easy to integrate with programming languages such as PHP, Python, and Java.",,easy,mysql
What is a database?,"A database is an organized collection of data that is stored electronically so it can be easily accessed, managed, and updated. It allows users to store large amounts of information in a structured way. Databases are typically managed by a Database Management System (DBMS). In MySQL, databases contain multiple tables where the actual data is stored.",,easy,mysql
What is a table in MySQL?,"A table in MySQL is a structured format used to store data within a database. It consists of rows and columns where each row represents a record and each column represents a field or attribute. Tables help organize related data together. For example, a student table may contain columns like student_id, name, and age.",,easy,mysql
What is a row in MySQL?,A row in MySQL represents a single record in a table. Each row contains data for every column defined in the table. Rows are used to store individual entries such as a single student's information. Multiple rows together form the complete dataset stored in a table.,,easy,mysql
What is a column in MySQL?,"A column in MySQL represents a specific attribute or field in a table. Each column stores a particular type of data such as name, age, or email. Columns have defined data types which determine what kind of values can be stored. Together, columns define the structure of a table.",,easy,mysql
What is SQL?,"SQL stands for Structured Query Language and is used to interact with relational databases. It allows users to create, read, update, and delete data in a database. SQL also helps define database structures such as tables and indexes. MySQL uses SQL as its primary language for database operations.",,easy,mysql
What is a primary key?,A primary key is a column or set of columns that uniquely identifies each record in a table. It ensures that no two rows have the same value in that column. Primary keys cannot contain NULL values. They are important for maintaining data integrity and establishing relationships between tables.,,easy,mysql
What is a foreign key?,A foreign key is a column in one table that refers to the primary key in another table. It is used to create a relationship between two tables. Foreign keys help maintain referential integrity by ensuring that the value in one table matches a valid value in another table.,,easy,mysql
What is the SELECT statement?,"The SELECT statement is used to retrieve data from one or more tables in a database. It allows users to specify which columns they want to view. SELECT can also be combined with conditions, sorting, and grouping to filter the results. It is one of the most commonly used SQL commands.",,easy,mysql
What is the INSERT statement?,The INSERT statement is used to add new records into a table. It allows users to specify the values for each column in the table. Multiple rows can also be inserted using a single query. INSERT helps populate tables with new data.,,easy,mysql
What is the UPDATE statement?,"The UPDATE statement is used to modify existing records in a table. It allows users to change the values of specific columns for selected rows. Conditions are often used with UPDATE to ensure only certain records are modified. Without conditions, all rows may be updated.",,easy,mysql
What is the DELETE statement?,"The DELETE statement is used to remove records from a table. It allows users to delete specific rows based on a condition. If no condition is provided, all rows in the table may be removed. It helps manage and clean unwanted data from a database.",,easy,mysql
What is the WHERE clause?,"The WHERE clause is used in SQL queries to filter records based on specific conditions. It allows users to retrieve or modify only the rows that match the given condition. WHERE is commonly used with SELECT, UPDATE, and DELETE statements. It improves query accuracy by narrowing results.",,easy,mysql
What is the ORDER BY clause?,"The ORDER BY clause is used to sort the result of a query in ascending or descending order. It helps organize data in a meaningful way when retrieving records. Multiple columns can also be used for sorting. By default, sorting is done in ascending order.",,easy,mysql
What is the LIMIT clause?,The LIMIT clause is used to restrict the number of records returned by a query. It is useful when working with large datasets where only a few results are needed. LIMIT is commonly used in pagination to display results page by page.,,easy,mysql
What is a constraint in MySQL?,"A constraint is a rule applied to a column in a table to ensure the accuracy and reliability of the data. Constraints help enforce data integrity. Examples include PRIMARY KEY, FOREIGN KEY, UNIQUE, NOT NULL, and CHECK constraints.",,easy,mysql
What is the NOT NULL constraint?,The NOT NULL constraint ensures that a column cannot contain NULL values. This means every record must have a valid value for that column. It is commonly used for required fields such as usernames or IDs where missing values are not allowed.,,easy,mysql
What is the UNIQUE constraint?,"The UNIQUE constraint ensures that all values in a column are different from each other. It prevents duplicate entries in the column. Multiple UNIQUE constraints can be applied in a table, but each column must maintain unique values.",,easy,mysql
What is a view in MySQL?,A view is a virtual table created from the result of a SQL query. It does not store data physically but displays data from one or more tables. Views help simplify complex queries and improve security by restricting access to certain data.,,easy,mysql
What is an index in MySQL?,An index is a database structure that improves the speed of data retrieval operations. It works similarly to an index in a book by allowing the database to find rows quickly. Indexes are created on columns that are frequently searched or used in conditions.,,easy,mysql
What is a JOIN in MySQL?,"A JOIN in MySQL is used to combine rows from two or more tables based on a related column between them. It helps retrieve data that is spread across multiple tables in a relational database. JOIN operations allow efficient querying without duplicating data. Common types of joins include INNER JOIN, LEFT JOIN, RIGHT JOIN, and FULL JOIN.",,medium,mysql
What is an INNER JOIN?,"INNER JOIN returns only the rows where there is a match between the columns in both tables. If a row does not have a corresponding match in the other table, it will not appear in the result. It is commonly used when only related data from both tables is required.",,medium,mysql
What is a LEFT JOIN?,"LEFT JOIN returns all rows from the left table and the matching rows from the right table. If there is no match in the right table, the result will contain NULL values. It is useful when all records from the main table are required regardless of matching records.",,medium,mysql
What is normalization?,Normalization is the process of organizing data in a database to reduce redundancy and improve data integrity. It involves dividing large tables into smaller related tables. Relationships between tables are maintained using keys. Normalization improves efficiency and consistency in database design.,,medium,mysql
What are the different normal forms?,"Normal forms are rules used during database normalization to organize data properly. The most common ones are First Normal Form (1NF), Second Normal Form (2NF), and Third Normal Form (3NF). Each form removes specific types of redundancy and dependency problems.",,medium,mysql
What is GROUP BY in MySQL?,"GROUP BY is used to group rows that have the same values in specified columns. It is often used with aggregate functions such as COUNT, SUM, AVG, MIN, and MAX. GROUP BY helps summarize large datasets by categories or groups.",,medium,mysql
What is the HAVING clause?,"The HAVING clause is used to filter results after the GROUP BY operation. While WHERE filters rows before grouping, HAVING filters grouped results. It is commonly used with aggregate functions to restrict grouped data.",,medium,mysql
What are aggregate functions in MySQL?,"Aggregate functions perform calculations on multiple rows of data and return a single result. They are commonly used for analysis and reporting. Examples include COUNT(), SUM(), AVG(), MIN(), and MAX(). These functions are often used with GROUP BY.",,medium,mysql
What is COUNT() in MySQL?,COUNT() is an aggregate function used to count the number of rows in a table or group. It can count all rows or only those with non-null values in a specific column. COUNT() is commonly used in reports and data analysis queries.,,medium,mysql
What is the difference between WHERE and HAVING?,"WHERE is used to filter rows before grouping occurs in a SQL query. HAVING is used to filter groups after the GROUP BY operation. WHERE cannot be used with aggregate functions directly, but HAVING can.",,medium,mysql
What is a subquery in MySQL?,"A subquery is a query nested inside another SQL query. It is used to perform operations that depend on the result of another query. Subqueries can be used in SELECT, INSERT, UPDATE, or DELETE statements.",,medium,mysql
What is a correlated subquery?,A correlated subquery is a subquery that depends on the outer query for its values. It is executed once for every row processed by the outer query. This type of query is useful for row-by-row comparisons.,,medium,mysql
What is a stored procedure?,A stored procedure is a precompiled set of SQL statements stored in the database. It can be executed multiple times with different parameters. Stored procedures help improve performance and maintain reusable database logic.,,medium,mysql
What is a trigger in MySQL?,"A trigger is a database object that automatically executes when a specific event occurs on a table. Events include INSERT, UPDATE, or DELETE operations. Triggers are used to enforce rules or maintain data consistency.",,medium,mysql
What is a transaction in MySQL?,A transaction is a sequence of database operations treated as a single unit of work. Transactions ensure that all operations either succeed together or fail together. This helps maintain database consistency.,,medium,mysql
What is COMMIT in MySQL?,"COMMIT is used to permanently save all changes made during a transaction. Once a transaction is committed, the changes become visible to other users. It marks the successful completion of a transaction.",,medium,mysql
What is ROLLBACK?,"ROLLBACK is used to undo changes made during a transaction. If an error occurs or a transaction needs to be cancelled, ROLLBACK restores the database to its previous state before the transaction started.",,medium,mysql
What is ACID in database transactions?,"ACID represents four important properties of database transactions: Atomicity, Consistency, Isolation, and Durability. These properties ensure reliable processing of database transactions and maintain data integrity.",,medium,mysql
What is Atomicity?,"Atomicity ensures that all operations in a transaction are completed successfully. If any operation fails, the entire transaction is rolled back. This guarantees that partial updates do not occur in the database.",,medium,mysql
What is indexing used for in MySQL?,"Indexing is used to speed up the retrieval of data from database tables. It works by creating a data structure that allows faster searching of records. However, indexes may slightly slow down insert and update operations.",,medium,mysql
What is the difference between DELETE and TRUNCATE?,DELETE removes rows from a table one by one and can be used with a WHERE clause. TRUNCATE removes all rows from a table quickly without logging individual row deletions. TRUNCATE also resets auto-increment values.,,medium,mysql
What is the difference between DROP and TRUNCATE?,DROP completely removes a table from the database including its structure and data. TRUNCATE only removes the data but keeps the table structure intact. DROP is irreversible while TRUNCATE simply clears the records.,,medium,mysql
What is AUTO_INCREMENT?,AUTO_INCREMENT is a feature used to automatically generate unique numeric values for a column. It is commonly used with primary keys. Each new record inserted into the table receives the next sequential number automatically.,,medium,mysql
What is a composite key?,A composite key is a primary key made up of two or more columns. It is used when a single column cannot uniquely identify a record. The combination of the columns ensures uniqueness.,,medium,mysql
What is a temporary table?,"A temporary table is a table that exists only for the duration of a session or connection. It is used to store intermediate results during complex queries. Once the session ends, the temporary table is automatically deleted.",,medium,mysql
What is a database schema?,"A database schema defines the structure of a database including tables, columns, relationships, indexes, and constraints. It acts as a blueprint for how data is organized and stored.",,medium,mysql
What is data redundancy?,Data redundancy occurs when the same data is stored in multiple places within a database. It increases storage usage and can lead to data inconsistency. Proper normalization helps reduce redundancy.,,medium,mysql
What is referential integrity?,Referential integrity ensures that relationships between tables remain consistent. It ensures that foreign key values correspond to valid primary key values in the referenced table. This prevents invalid references in the database.,,medium,mysql
What is a database engine in MySQL?,"A database engine is the underlying component that manages how data is stored, retrieved, and processed. MySQL supports multiple storage engines such as InnoDB and MyISAM. Each engine has different features and performance characteristics.",,medium,mysql
What is InnoDB in MySQL?,"InnoDB is the default storage engine used in MySQL. It supports transactions, foreign keys, and ACID properties. InnoDB provides high reliability and better performance for applications that require strong data integrity.",,medium,mysql
What is the difference between clustered and non-clustered indexes in MySQL?,"A clustered index determines the physical order of data in a table. In MySQL, the InnoDB storage engine uses the primary key as a clustered index, meaning the table data is stored according to that index. A non-clustered index, on the other hand, stores index values separately from the actual table data and contains pointers to the rows. Clustered indexes improve range queries, while non-clustered indexes are used to speed up lookups on specific columns.",,hard,mysql
Explain the difference between InnoDB and MyISAM storage engines.,"InnoDB and MyISAM are storage engines used by MySQL to manage data storage and retrieval. InnoDB supports transactions, foreign keys, row-level locking, and ACID compliance, making it suitable for transactional systems. MyISAM is faster for read-heavy operations but does not support transactions or foreign keys. InnoDB also provides crash recovery and better data integrity compared to MyISAM.",,hard,mysql
What is query optimization in MySQL?,"Query optimization is the process of improving the performance of SQL queries so that they execute faster and use fewer resources. MySQL uses a query optimizer to determine the most efficient way to execute a query. Optimization techniques include using indexes, avoiding unnecessary joins, selecting only required columns, and analyzing query execution plans.",,hard,mysql
What is the purpose of the EXPLAIN statement in MySQL?,"The EXPLAIN statement is used to analyze how MySQL executes a query. It provides details about the query execution plan, including which indexes are used, how tables are joined, and the number of rows scanned. This helps developers understand performance issues and optimize queries for better efficiency.",,hard,mysql
What is a deadlock in MySQL?,A deadlock occurs when two or more transactions wait indefinitely for each other to release locks on resources. This situation prevents the transactions from continuing. MySQL detects deadlocks automatically and rolls back one of the transactions to resolve the conflict. Deadlocks usually occur in systems with high concurrency.,,hard,mysql
What are isolation levels in MySQL transactions?,"Isolation levels define how transactions interact with each other and how visible their changes are to other transactions. MySQL supports four isolation levels: READ UNCOMMITTED, READ COMMITTED, REPEATABLE READ, and SERIALIZABLE. These levels control issues such as dirty reads, non-repeatable reads, and phantom reads.",,hard,mysql
What is a full table scan?,"A full table scan occurs when MySQL reads every row in a table to find matching records. This usually happens when indexes are not available or cannot be used. Full table scans can significantly slow down query performance, especially for large datasets.",,hard,mysql
What is database sharding?,"Database sharding is the process of splitting a large database into smaller, more manageable pieces called shards. Each shard contains a portion of the data and is stored on different servers. Sharding improves scalability, performance, and availability for large-scale applications.",,hard,mysql
What is replication in MySQL?,"Replication in MySQL is the process of copying data from one database server to another. It allows multiple servers to maintain the same data for redundancy and scalability. Typically, one server acts as the master and others act as replicas that receive updates from the master.",,hard,mysql
What is partitioning in MySQL?,Partitioning divides a large table into smaller pieces called partitions while still appearing as a single table. It improves performance by allowing queries to scan only relevant partitions instead of the entire table. Partitioning also improves manageability of large datasets.,,hard,mysql
What is a covering index?,"A covering index is an index that contains all the columns needed for a query, so MySQL can retrieve the required data directly from the index without accessing the table. This significantly improves query performance by reducing disk I/O.",,hard,mysql
What is the difference between UNION and UNION ALL?,UNION combines results from multiple SELECT queries and removes duplicate rows. UNION ALL also combines results but does not remove duplicates. UNION ALL is generally faster because it avoids the overhead of duplicate elimination.,,hard,mysql
What are window functions in MySQL?,"Window functions perform calculations across a set of rows related to the current row. Unlike aggregate functions, they do not collapse rows into a single result. Window functions are useful for ranking, running totals, and analytical queries.",,hard,mysql
What is the difference between row-level locking and table-level locking?,"Row-level locking locks only the specific rows being accessed during a transaction. Table-level locking locks the entire table during operations. Row-level locking allows higher concurrency, while table-level locking is simpler but can reduce performance when many users access the table.",,hard,mysql
What are phantom reads?,"A phantom read occurs when a transaction reads a set of rows and another transaction inserts new rows that match the same condition. When the first transaction reads again, it sees additional rows that were not present before. This is a concurrency issue prevented by higher isolation levels.",,hard,mysql
What is a materialized view and how does it differ from a normal view?,"A materialized view stores the result of a query physically in the database, while a normal view only stores the query definition. Materialized views improve performance for complex queries because the data is precomputed. However, they require periodic refresh to keep data updated.",,hard,mysql
What is indexing selectivity?,"Index selectivity refers to how unique the values in an indexed column are. A column with high selectivity contains mostly unique values and makes indexing more effective. Low selectivity columns, such as boolean fields, are generally less useful for indexing.",,hard,mysql
What is the difference between logical and physical backups in MySQL?,"Logical backups store the database structure and data as SQL statements that can recreate the database. Physical backups copy the actual database files stored on disk. Logical backups are portable across systems, while physical backups are faster for restoring large databases.",,hard,mysql
What is the N+1 query problem?,The N+1 query problem occurs when an application executes one query to retrieve a list of records and then executes additional queries for each record to fetch related data. This leads to a large number of queries and poor performance. It can be solved using joins or eager loading techniques.,,hard,mysql
What is a query cache in MySQL?,"Query cache stores the result of executed queries so that identical queries can return results faster without re-executing them. When a cached query is requested again, MySQL returns the stored result. However, the cache becomes invalid if the underlying table data changes.",,hard,mysql
What is PostgreSQL?,"PostgreSQL is an open-source relational database management system that stores, manages, and retrieves structured data using SQL. It is known for reliability, extensibility, and support for advanced features such as transactions and indexing.",,easy,postgresql
What is a database in PostgreSQL?,"A database in PostgreSQL is a collection of related data organized in tables. It allows users to store, manage, and retrieve information efficiently using SQL queries.",,easy,postgresql
What is a table in PostgreSQL?,A table in PostgreSQL is a structure used to store data in rows and columns. Each row represents a record and each column represents an attribute of that record.,,easy,postgresql
What is a primary key in PostgreSQL?,A primary key is a column or set of columns that uniquely identifies each row in a table. It ensures that no duplicate or NULL values exist for that column.,,easy,postgresql
What is a foreign key in PostgreSQL?,A foreign key is a column in one table that references the primary key of another table. It is used to maintain relationships between tables and enforce referential integrity.,,easy,postgresql
What is the purpose of the SELECT statement in PostgreSQL?,"The SELECT statement is used to retrieve data from one or more tables in PostgreSQL. It allows filtering, sorting, and selecting specific columns from the stored data.",,easy,postgresql
What is the INSERT statement used for in PostgreSQL?,The INSERT statement is used to add new rows of data into a table in PostgreSQL. It allows specifying values for each column in the table.,,easy,postgresql
What is the UPDATE statement in PostgreSQL?,The UPDATE statement is used to modify existing data in a table. It allows changing values of one or more columns for specific rows based on conditions.,,easy,postgresql
What is the DELETE statement in PostgreSQL?,The DELETE statement is used to remove rows from a table in PostgreSQL. It can delete specific rows using conditions or remove all rows from a table.,,easy,postgresql
What is the WHERE clause in PostgreSQL?,"The WHERE clause is used to filter records in SQL queries. It allows selecting, updating, or deleting only those rows that meet specific conditions.",,easy,postgresql
What is an index in PostgreSQL?,An index is a database object that improves the speed of data retrieval operations on a table. It works like a lookup table that helps PostgreSQL quickly find rows.,,easy,postgresql
What is a schema in PostgreSQL?,"A schema is a logical container that organizes database objects such as tables, views, and functions. It helps manage and group related objects within a database.",,easy,postgresql
What is a view in PostgreSQL?,A view is a virtual table created from a SQL query. It does not store data itself but displays data from one or more tables based on the defined query.,,easy,postgresql
What is a constraint in PostgreSQL?,A constraint is a rule applied to table columns to ensure data accuracy and integrity. It restricts the type of data that can be inserted into a table.,,easy,postgresql
What is the NOT NULL constraint in PostgreSQL?,The NOT NULL constraint ensures that a column cannot contain NULL values. It requires every row to have a valid value in that column.,,easy,postgresql
What is the UNIQUE constraint in PostgreSQL?,The UNIQUE constraint ensures that all values in a column are different from each other. It prevents duplicate values from being inserted into that column.,,easy,postgresql
What is the ORDER BY clause in PostgreSQL?,The ORDER BY clause is used to sort the result of a query in ascending or descending order based on one or more columns.,,easy,postgresql
What is the LIMIT clause in PostgreSQL?,The LIMIT clause restricts the number of rows returned by a query. It is useful when only a specific number of results are needed.,,easy,postgresql
What is a join in PostgreSQL?,A join is used to combine rows from two or more tables based on a related column. It allows retrieving data that is stored across multiple tables.,,easy,postgresql
What is the COUNT function in PostgreSQL?,The COUNT function is an aggregate function that returns the number of rows that match a specified condition in a query.,,easy,postgresql
What is the difference between DELETE and TRUNCATE in PostgreSQL?,"DELETE removes rows from a table based on a condition and logs each row deletion, while TRUNCATE quickly removes all rows from a table without scanning them. TRUNCATE is faster but cannot use a WHERE clause.",,medium,postgresql
"What is the difference between CHAR, VARCHAR, and TEXT in PostgreSQL?","CHAR is a fixed-length string type, VARCHAR is a variable-length string with a limit, and TEXT is a variable-length string with no specific length restriction.",,medium,postgresql
What is normalization in PostgreSQL databases?,Normalization is the process of organizing data in a database to reduce redundancy and improve data integrity. It involves dividing large tables into smaller related tables.,,medium,postgresql
What is a transaction in PostgreSQL?,A transaction is a sequence of database operations that are executed as a single unit of work. All operations must succeed or the entire transaction is rolled back.,,medium,postgresql
What are ACID properties in PostgreSQL?,"ACID properties ensure reliable database transactions. They include Atomicity, Consistency, Isolation, and Durability which guarantee accurate and safe data operations.",,medium,postgresql
What is GROUP BY in PostgreSQL?,GROUP BY is used to group rows that have the same values in specified columns so aggregate functions like COUNT or SUM can be applied to each group.,,medium,postgresql
What is HAVING clause in PostgreSQL?,HAVING is used to filter grouped results after the GROUP BY clause has been applied. It works similarly to WHERE but for aggregated data.,,medium,postgresql
What are aggregate functions in PostgreSQL?,"Aggregate functions perform calculations on a set of rows and return a single value such as SUM, COUNT, AVG, MIN, and MAX.",,medium,postgresql
What is an INNER JOIN in PostgreSQL?,INNER JOIN returns rows that have matching values in both tables being joined. It is the most commonly used type of join.,,medium,postgresql
What is a LEFT JOIN in PostgreSQL?,"LEFT JOIN returns all rows from the left table and matching rows from the right table. If no match exists, NULL values are returned for the right table columns.",,medium,postgresql
What is a RIGHT JOIN in PostgreSQL?,"RIGHT JOIN returns all rows from the right table and matching rows from the left table. If there is no match, NULL values appear for the left table columns.",,medium,postgresql
What is a FULL JOIN in PostgreSQL?,FULL JOIN returns all rows from both tables and fills NULL values where there is no matching row in either table.,,medium,postgresql
What is a subquery in PostgreSQL?,A subquery is a query nested inside another SQL query. It is used to retrieve data that will be used in the main query.,,medium,postgresql
What is a correlated subquery in PostgreSQL?,A correlated subquery is a subquery that depends on values from the outer query. It is executed once for each row processed by the outer query.,,medium,postgresql
What is a sequence in PostgreSQL?,"A sequence is a database object used to generate unique numeric values automatically, often used for auto-incrementing primary keys.",,medium,postgresql
What is SERIAL in PostgreSQL?,"SERIAL is a pseudo data type that automatically creates a sequence and assigns auto-incrementing values to a column, usually for primary keys.",,medium,postgresql
What is a temporary table in PostgreSQL?,A temporary table is a table that exists only for the duration of a session or transaction and is automatically deleted afterward.,,medium,postgresql
What is a CTE (Common Table Expression) in PostgreSQL?,A CTE is a temporary result set defined within a SQL statement using the WITH clause. It simplifies complex queries and improves readability.,,medium,postgresql
What is the DISTINCT keyword in PostgreSQL?,"DISTINCT is used to remove duplicate rows from the result of a SELECT query, ensuring that only unique records are returned.",,medium,postgresql
What is the BETWEEN operator in PostgreSQL?,"BETWEEN is used to filter records within a specified range of values. It is commonly used with numbers, dates, and strings.",,medium,postgresql
What is the IN operator in PostgreSQL?,The IN operator is used to check if a value matches any value in a specified list or subquery.,,medium,postgresql
What is the LIKE operator in PostgreSQL?,LIKE is used for pattern matching in string comparisons. It allows searching using wildcard characters such as % and _.,,medium,postgresql
What is ILIKE in PostgreSQL?,ILIKE is a case-insensitive version of the LIKE operator used for pattern matching in PostgreSQL.,,medium,postgresql
What is the COALESCE function in PostgreSQL?,COALESCE returns the first non-NULL value from a list of expressions. It is commonly used to replace NULL values with default values.,,medium,postgresql
What is the CASE statement in PostgreSQL?,The CASE statement allows conditional logic in SQL queries. It works like an if-else statement to return different values based on conditions.,,medium,postgresql
What is an alias in PostgreSQL?,An alias is a temporary name given to a table or column in a query to make the query easier to read and write.,,medium,postgresql
What is OFFSET in PostgreSQL?,OFFSET is used to skip a specified number of rows before returning the result set. It is often used with LIMIT for pagination.,,medium,postgresql
What is a materialized view in PostgreSQL?,"A materialized view stores the result of a query physically like a table. Unlike normal views, its data must be refreshed manually or periodically.",,medium,postgresql
What is a trigger in PostgreSQL?,"A trigger is a database function that automatically executes when a specific event such as INSERT, UPDATE, or DELETE occurs on a table.",,medium,postgresql
What is EXPLAIN in PostgreSQL?,EXPLAIN is used to display the execution plan of a SQL query. It helps developers understand how PostgreSQL executes queries and optimize performance.,,medium,postgresql
What is MVCC (Multi-Version Concurrency Control) in PostgreSQL?,MVCC is a concurrency control method used by PostgreSQL that allows multiple transactions to access the same data without blocking each other. It keeps multiple versions of rows so readers do not block writers and writers do not block readers.,,hard,postgresql
What is the role of the WAL (Write-Ahead Log) in PostgreSQL?,"Write-Ahead Logging is a mechanism used by PostgreSQL to ensure data durability. All changes are first written to the log before being applied to the database, allowing recovery in case of system failure.",,hard,postgresql
What is PostgreSQL replication?,"Replication is the process of copying and maintaining database objects from one PostgreSQL server to another. It helps improve availability, fault tolerance, and load balancing.",,hard,postgresql
What is streaming replication in PostgreSQL?,"Streaming replication allows a standby server to continuously receive and apply WAL changes from the primary server in real time, keeping both databases synchronized.",,hard,postgresql
What is logical replication in PostgreSQL?,Logical replication replicates data changes at the logical level such as tables and rows instead of physical disk blocks. It allows selective replication of specific tables.,,hard,postgresql
What is table partitioning in PostgreSQL?,Table partitioning divides a large table into smaller pieces called partitions. Each partition stores a subset of data which improves query performance and management of large datasets.,,hard,postgresql
What is a window function in PostgreSQL?,"A window function performs calculations across a set of rows related to the current row without grouping them. It is commonly used for ranking, running totals, and analytics.",,hard,postgresql
What is the difference between RANK() and ROW_NUMBER() in PostgreSQL?,"ROW_NUMBER assigns a unique sequential number to each row, while RANK assigns the same rank to equal values and may skip rank numbers after ties.",,hard,postgresql
What is query optimization in PostgreSQL?,Query optimization is the process of improving the performance of SQL queries by analyzing execution plans and choosing efficient indexes and join strategies.,,hard,postgresql
What is VACUUM in PostgreSQL?,VACUUM is a maintenance operation that cleans up dead rows created by updates or deletes. It frees storage space and improves database performance.,,hard,postgresql
What is AUTOVACUUM in PostgreSQL?,Autovacuum is an automatic process that runs in the background to clean up dead rows and maintain database health without manual intervention.,,hard,postgresql
What is table bloat in PostgreSQL?,Table bloat occurs when dead tuples accumulate in a table due to updates and deletes. This increases table size and reduces performance.,,hard,postgresql
What is an index-only scan in PostgreSQL?,"An index-only scan allows PostgreSQL to retrieve query results directly from an index without accessing the table, improving performance for certain queries.",,hard,postgresql
What is a GIN index in PostgreSQL?,"GIN (Generalized Inverted Index) is an index type optimized for searching composite values such as arrays, JSONB, and full-text search data.",,hard,postgresql
What is a GiST index in PostgreSQL?,"GiST (Generalized Search Tree) is a flexible indexing structure that supports complex data types such as geometric data, full-text search, and range queries.",,hard,postgresql
What is JSONB in PostgreSQL?,"JSONB is a binary representation of JSON data in PostgreSQL that allows efficient storage, indexing, and querying of JSON documents.",,hard,postgresql
What is connection pooling in PostgreSQL?,"Connection pooling is a technique that reuses existing database connections instead of creating new ones for each request, improving performance and scalability.",,hard,postgresql
What is a deadlock in PostgreSQL?,"A deadlock occurs when two or more transactions wait for each other to release locks, preventing them from continuing. PostgreSQL detects and resolves deadlocks automatically.",,hard,postgresql
What is sharding in PostgreSQL?,Sharding is a database scaling technique that distributes data across multiple servers. Each shard stores a portion of the database to handle large workloads.,,hard,postgresql
What is PostgreSQL extension support?,PostgreSQL extensions allow additional functionality to be added to the database without modifying the core system. Examples include PostGIS and pg_trgm.,,hard,postgresql
What is MongoDB?,"MongoDB is a popular NoSQL database that stores data in flexible, JSON-like documents. Unlike traditional relational databases that use tables and rows, MongoDB uses collections and documents, making it easy to store and query complex data structures.",,easy,mongodb
What is a 'Collection' in MongoDB?,"A collection is a grouping of MongoDB documents. It is the equivalent of a table in a relational database. Collections do not enforce a strict schema, meaning documents within a single collection can have different fields.",,easy,mongodb
What is a 'Document' in MongoDB?,"A document is the basic unit of data in MongoDB, consisting of field-value pairs. It is similar to a JSON object. Documents are stored in BSON (Binary JSON) format and are gathered into collections.",,easy,mongodb
What is BSON?,BSON stands for Binary JSON. It is a binary-encoded serialization of JSON-like documents that MongoDB uses to store data. BSON extends JSON by adding support for extra data types like Date and Binary data.,,easy,mongodb
What is the purpose of the '_id' field?,"The _id field is a unique identifier for every document in a collection. If a new document is inserted without an _id field, MongoDB automatically generates a unique ObjectId for it to serve as the primary key.",,easy,mongodb
How do you create a new database in MongoDB?,"In the MongoDB shell, you use the 'use' command followed by the database name (e.g., 'use myDatabase'). MongoDB will not actually create the database until you insert data into a collection within it.",,easy,mongodb
